Tree species,Yield class,Age,Main crop after thinning number of trees,Main crop after thinning top height (m),Main crop after thinning mean diameter (cm),Main crop after thinning basal area (m2),Main crop after thinning volume in cubic meters to top diameters of 7cm,Main crop after thinning volume in cubic meters to top diameters of 18cm,Main crop after thinning volume in cubic meters to top diameters of 24cm,Yield from thinnings number of trees,Yield from thinnings mean diameter (cm),Yield from thinnings mean volume per tree (m3),Yield from thinnings volume in cubic meters to top diameters of 7cm,Yield from thinnings volume in cubic meters to top diameters of 18cm,Yield from thinnings volume in cubic meters to top diameters of 24cm,Cumulative production basal area (m2),Cumulative production volume to 7cm (m3),Increment CAI basal area (m2),Increment CAI volume to 7cm (m3),Increment MAI volume to 7cm (m3)
Noble Fir,22,55,493,27.3,35.6,49,621,572,463,67,32.9,1.082,73,65,49,117.9,1199,1.45,24.6,21.8
Noble Fir,22,60,444,28.8,38.2,50.9,674,633,542,49,35.8,1.323,66,61,50,124.9,1318,1.34,23.2,22
Noble Fir,22,65,405,30.1,40.7,52.8,724,689,613,39,38.6,1.583,62,59,50,131.4,1430,1.27,22,22
Noble Fir,22,70,374,31.3,43.2,54.7,772,741,677,31,41.2,1.886,60,57,51,137.5,1538,1.19,20.7,22
Noble Fir,22,75,348,32.4,45.5,56.7,816,790,733,26,43.7,2.184,58,56,51,143.5,1641,1.11,19.6,21.9
Noble Fir,22,80,326,33.4,47.7,58.2,852,828,777,22,45.9,2.485,57,55,51,148.8,1734,1.04,18.4,21.7
Noble Fir,20,15,3305,7.5,9.4,23.1,42,0,0,0,0,0,0,0,0,23.1,42,2.96,20.8,2.8
Noble Fir,20,20,2828,10.8,12.2,33.1,134,2,0,477,11.9,0.047,22,0,0,38.4,157,2.89,25,7.8
Noble Fir,20,25,1912,13.9,14.9,33.4,199,18,0,916,13.6,0.076,70,3,0,52,292,2.73,27.8,11.7
Noble Fir,20,30,1395,16.6,18.2,36.4,272,74,6,517,16.2,0.136,70,10,0,65.7,434,2.48,28.4,14.5
Noble Fir,20,35,1090,18.9,21.4,39.1,343,175,37,305,18.8,0.23,70,22,2,76.9,576,2.11,27.8,16.4
Noble Fir,20,40,884,21,24.4,41.5,410,278,99,206,21.6,0.341,70,37,8,86.8,712,1.87,26.7,17.8
Noble Fir,20,45,737,22.8,27.4,43.4,470,368,191,147,24.4,0.479,70,47,17,95.6,842,1.68,25.4,18.7
Noble Fir,20,50,632,24.5,30.2,45.3,523,444,289,105,27.3,0.671,70,55,28,103.5,966,1.52,24.1,19.3
Noble Fir,20,55,554,26,32.9,47,572,511,380,78,30.1,0.871,68,58,37,110.8,1083,1.4,22.9,19.7
Noble Fir,20,60,498,27.3,35.4,49,624,574,462,56,32.8,1.077,60,53,40,117.5,1194,1.3,21.7,19.9
Noble Fir,20,65,455,28.6,37.8,51,673,631,536,43,35.4,1.302,56,52,41,123.8,1300,1.19,20.4,20
Noble Fir,20,70,420,29.7,40,52.7,717,681,600,35,37.8,1.511,54,50,43,129.4,1398,1.09,19.1,20
Noble Fir,20,75,389,30.8,42,53.9,754,722,651,31,40,1.72,52,50,44,134.4,1487,1.02,17.8,19.8
Noble Fir,20,80,364,31.7,44,55.4,789,760,699,25,42.1,2.032,51,49,44,139.5,1573,0.96,16.8,19.7
Noble Fir,18,15,3362,7,8.7,19.9,28,0,0,0,0,0,0,0,0,19.9,28,2.75,17.7,1.9
Noble Fir,18,20,3295,10,11.5,34.4,125,1,0,67,11.5,0.038,3,0,0,35.1,127,2.7,21.9,6.4
Noble Fir,18,25,2230,12.9,13.8,33.2,182,9,0,1065,12.8,0.059,63,2,0,47.6,247,2.55,24.8,9.9
Noble Fir,18,30,1625,15.5,16.7,35.5,246,42,1,605,15,0.104,63,6,0,60.6,375,2.37,25.5,12.5
Noble Fir,18,35,1266,17.7,19.5,37.9,311,116,16,359,17.2,0.176,63,13,0,71.3,503,2.05,25.3,14.4
Noble Fir,18,40,1027,19.7,22.3,40.1,373,211,53,239,19.7,0.264,63,24,3,80.8,628,1.81,24.6,15.7
Noble Fir,18,45,856,21.5,25,42.1,431,303,116,171,22.2,0.369,63,35,9,89.3,748,1.62,23.5,16.6
Noble Fir,18,50,730,23.1,27.6,43.8,482,381,202,126,24.7,0.503,63,43,16,97,863,1.46,22.3,17.3
Noble Fir,18,55,636,24.5,30.1,45.2,527,446,288,94,27.2,0.674,63,49,25,103.9,970,1.32,21,17.6
Noble Fir,18,60,571,25.8,32.4,47.1,575,509,372,65,29.6,0.841,54,45,28,110.2,1072,1.22,19.9,17.9
Noble Fir,18,65,521,27,34.6,49,621,566,446,50,31.9,1.02,50,44,32,116.1,1169,1.13,18.7,18
Noble Fir,18,70,481,28.1,36.7,50.7,663,617,512,40,34.2,1.202,48,44,34,121.5,1260,1.02,17.4,18
Noble Fir,18,75,446,29.1,38.5,52,700,658,567,35,36.2,1.353,47,43,36,126.2,1343,0.94,16.2,17.9
Noble Fir,18,80,417,30,40.4,53.3,733,696,617,29,38.2,1.605,46,43,37,130.9,1422,0.89,15.3,17.8
Noble Fir,16,20,3103,9.2,11.3,30.9,96,0,0,0,0,0,0,0,0,30.9,96,2.5,19,4.8
Noble Fir,16,25,2490,11.9,13.5,35.6,165,7,0,611,12.8,0.065,40,1,0,43.5,205,2.39,22.2,8.2
Noble Fir,16,30,1846,14.3,15.9,36.5,222,28,0,644,14.4,0.087,56,4,0,54.8,318,2.21,22.7,10.6
Noble Fir,16,35,1431,16.5,18.5,38.4,280,82,8,415,16.4,0.135,56,9,0,65.6,431,1.98,22.7,12.3
Noble Fir,16,40,1166,18.4,21,40.3,336,163,31,265,18.5,0.211,56,17,2,74.6,544,1.75,22.2,13.6
Noble Fir,16,45,976,20.1,23.4,42.1,390,245,75,190,20.7,0.297,56,26,5,82.8,654,1.55,21.4,14.5
Noble Fir,16,50,833,21.6,25.8,43.5,438,321,139,143,22.9,0.39,56,33,9,90.1,758,1.39,20.3,15.2
Noble Fir,16,55,724,23,28,44.7,481,385,212,109,25,0.511,56,39,15,96.6,856,1.25,19.2,15.6
Noble Fir,16,60,649,24.2,30.1,46.2,524,444,287,75,27.2,0.656,50,39,20,102.6,949,1.15,18.1,15.8
Noble Fir,16,65,593,25.3,32.1,48,567,499,360,56,29.2,0.794,45,37,23,108.1,1037,1.06,17.1,16
Noble Fir,16,70,547,26.4,34,49.6,606,549,424,46,31.2,0.933,43,37,26,113.2,1120,0.97,15.8,16
Noble Fir,16,75,508,27.3,35.6,50.6,639,589,477,39,33,1.058,42,37,28,117.6,1195,0.89,14.7,15.9
Noble Fir,16,80,475,28.2,37.2,51.7,670,626,526,33,34.7,1.235,41,37,30,121.9,1267,0.82,13.8,15.8
Noble Fir,14,20,3198,8.4,10.5,27.7,70,0,0,0,0,0,0,0,0,27.7,70,2.25,16.3,3.5
Noble Fir,14,25,2942,10.8,12.5,36.3,145,3,0,256,12.2,0.065,17,0,0,39.3,162,2.19,19,6.5
Noble Fir,14,30,2197,13.1,14.4,35.8,194,14,0,745,13.3,0.066,49,2,0,49.1,260,2.07,19.9,8.7
Noble Fir,14,35,1706,15.2,16.7,37.2,246,42,0,491,15,0.1,49,4,0,59.2,361,1.91,20.2,10.3
Noble Fir,14,40,1386,17,19,39.1,298,98,11,320,16.8,0.153,49,9,0,68.2,462,1.68,20,11.5
Noble Fir,14,45,1164,18.6,21.1,40.8,347,172,34,222,18.6,0.221,49,15,1,76,560,1.48,19.3,12.4
Noble Fir,14,50,997,20,23.3,42.4,392,243,72,167,20.5,0.295,49,22,4,83,654,1.32,18.3,13.1
Noble Fir,14,55,866,21.3,25.3,43.4,432,308,124,131,22.4,0.375,49,28,7,89.3,743,1.18,17.2,13.5
Noble Fir,14,60,766,22.5,27.2,44.4,470,365,186,100,24.2,0.461,46,31,11,94.8,826,1.06,16.3,13.8
Noble Fir,14,65,696,23.6,28.9,45.8,509,419,249,70,26,0.576,40,30,13,99.9,906,0.97,15.4,13.9
Noble Fir,14,70,641,24.6,30.6,47.1,545,467,311,55,27.7,0.682,38,30,16,104.6,980,0.9,14.3,14
Noble Fir,14,75,596,25.5,32.1,48.4,577,509,368,45,29.3,0.813,37,30,19,108.9,1048,0.83,13.2,14
Noble Fir,14,80,559,26.2,33.6,49.6,605,545,417,37,30.8,0.947,36,31,21,112.9,1112,0.76,12.4,13.9
Noble Fir,12,20,3291,7.6,9.7,24.1,46,0,0,0,0,0,0,0,0,24.1,46,1.92,13.8,2.3
Noble Fir,12,25,3038,9.8,12,34.4,120,1,0,253,0,0,0,0,0,34.4,120,1.9,16,4.8
Noble Fir,12,30,2500,11.9,13.6,36.6,168,8,0,538,12.9,0.07,38,1,0,43.6,205,1.86,17.5,6.8
Noble Fir,12,35,1978,13.9,15.5,37.2,214,24,0,522,14.1,0.081,42,3,0,52.4,294,1.77,17.6,8.4
Noble Fir,12,40,1598,15.6,17.6,38.7,260,58,3,380,15.7,0.111,42,5,0,61.3,382,1.6,17.3,9.5
Noble Fir,12,45,1345,17.2,19.4,40,304,112,15,253,17.2,0.166,42,8,0,68.5,468,1.4,16.9,10.4
Noble Fir,12,50,1159,18.5,21.3,41.4,345,175,36,186,18.8,0.225,42,13,1,75.1,551,1.25,16.4,11
Noble Fir,12,55,1014,19.7,23.2,42.8,384,236,68,145,20.4,0.29,42,19,3,81.2,632,1.11,15.6,11.5
Noble Fir,12,60,896,20.8,24.9,43.7,417,291,111,118,22,0.356,42,23,5,86.6,707,1,14.5,11.8
Noble Fir,12,65,813,21.9,26.5,44.7,452,341,160,83,23.5,0.409,34,22,7,91.2,776,0.89,13.6,11.9
Noble Fir,12,70,746,22.8,27.9,45.5,483,385,209,67,24.9,0.484,33,23,9,95.4,839,0.81,12.7,12
Noble Fir,12,75,694,23.6,29.3,46.7,512,425,259,52,26.3,0.602,32,24,11,99.4,900,0.76,11.9,12
Noble Fir,12,80,650,24.3,30.6,47.8,539,461,308,44,27.6,0.702,31,25,13,103.2,958,0.7,11,12
Oak,8,20,4995,10.2,7.2,20.5,67,0,0,1030,5.5,0.006,6,0,0,22.9,73,1.65,5.9,3.7
Oak,8,25,2521,12.5,9.6,18.2,75,0,0,2474,7.2,0.011,28,0,0,30.8,109,1.46,8.2,4.4
Oak,8,30,1479,14.6,12.4,17.9,93,2,0,1042,9.2,0.027,28,0,0,37.5,155,1.25,10,5.2
Oak,8,35,985,16.6,15.5,18.5,119,13,0,494,11.6,0.057,28,0,0,43.4,209,1.1,11,6
Oak,8,40,705,18.3,18.7,19.4,147,46,5,280,14.1,0.1,28,2,0,48.5,265,0.97,11.3,6.6
Oak,8,45,547,19.9,21.8,20.5,176,95,22,158,16.7,0.178,28,5,0,53.1,322,0.88,11.1,7.2
Oak,8,50,443,21.3,25,21.7,203,142,55,104,19.3,0.269,28,10,1,57.3,377,0.81,10.6,7.5
Oak,8,55,367,22.6,28,22.6,226,181,99,76,21.9,0.367,28,15,4,61.1,428,0.72,9.9,7.8
Oak,8,60,310,23.8,30.9,23.3,245,212,144,57,24.5,0.487,28,19,7,64.5,475,0.65,9.2,7.9
Oak,8,65,265,24.9,33.8,23.7,261,236,181,45,27.1,0.621,28,22,11,67.6,519,0.59,8.5,8
Oak,8,70,229,25.9,36.6,24.1,274,254,211,36,29.8,0.787,28,24,15,70.4,560,0.54,7.9,8
Oak,8,75,200,26.7,39.4,24.3,284,268,234,29,32.4,0.952,28,25,18,73,598,0.5,7.4,8
Oak,8,80,175,27.5,42.1,24.4,292,279,252,25,35.2,1.157,28,26,21,75.5,634,0.47,7,7.9
Oak,8,85,155,28.2,44.7,24.3,298,287,265,20,37.9,1.379,28,26,22,77.7,668,0.44,6.6,7.9
Oak,8,90,138,28.8,47.2,24.2,302,293,274,17,40.8,1.628,28,27,24,79.8,700,0.41,6.3,7.8
Oak,8,95,123,29.4,49.8,24,305,297,281,15,43.6,1.897,28,27,24,81.8,730,0.38,5.9,7.7
Oak,8,100,111,29.9,52.2,23.7,306,300,285,12,46.4,2.179,27,26,24,83.6,759,0.35,5.6,7.6
Oak,8,105,101,30.4,54.5,23.4,307,301,288,10,49.2,2.49,26,25,24,85.3,786,0.33,5.2,7.5
Oak,8,110,92,30.8,56.7,23.2,307,302,289,9,51.8,2.809,25,24,23,86.9,811,0.3,4.9,7.4
Oak,8,115,84,31.2,58.8,22.8,307,301,290,8,54.5,3.13,24,24,23,88.3,834,0.28,4.6,7.3
Oak,8,120,77,31.6,60.8,22.5,305,300,290,7,57.2,3.515,23,23,22,89.7,856,0.27,4.3,7.1
Oak,8,125,72,31.9,62.8,22.1,304,299,289,5,60,3.862,22,22,21,91,877,0.26,4.1,7
Oak,8,130,67,32.2,64.7,21.8,302,298,288,5,62.4,4.3,22,21,20,92.2,897,0.24,4,6.9
Oak,8,135,62,32.5,66.5,21.5,301,297,288,5,65,4.682,21,20,20,93.4,917,0.22,3.8,6.8
Oak,8,140,58,32.7,68.1,21.2,300,296,287,4,67.4,5.051,20,19,19,94.5,935,0.21,3.6,6.7
Oak,8,145,55,32.9,69.7,20.9,299,295,286,3,69.7,5.529,19,19,18,95.5,953,0.2,3.4,6.6
Oak,8,150,52,33.1,71.3,20.6,298,293,285,3,71.2,5.774,18,18,17,96.4,969,0.19,3.2,6.5
Oak,6,20,5115,8.4,6.9,18.7,42,0,0,0,0,0,0,0,0,18.7,42,1.33,4.6,2.1
Oak,6,25,3529,10.4,8.6,20.3,62,0,0,1586,6.2,0.005,8,0,0,25.1,71,1.21,6.4,2.8
Oak,6,30,2144,12.2,10.6,19.1,76,0,0,1385,8,0.015,21,0,0,30.8,106,1.09,7.5,3.5
Oak,6,35,1459,13.9,13,19.3,95,3,0,685,9.6,0.031,21,0,0,36,145,0.98,8.1,4.1
Oak,6,40,1073,15.4,15.4,19.9,116,12,0,386,11.5,0.054,21,0,0,40.6,187,0.89,8.4,4.7
Oak,6,45,822,16.8,17.9,20.6,137,34,2,251,13.4,0.084,21,1,0,44.9,229,0.81,8.4,5.1
Oak,6,50,645,18.1,20.4,21.1,157,70,12,177,15.5,0.119,21,2,0,48.7,271,0.73,8.2,5.4
Oak,6,55,524,19.2,23,21.7,176,106,30,121,17.5,0.173,21,5,0,52.2,311,0.66,7.8,5.6
Oak,6,60,436,20.2,25.4,22.1,193,139,57,88,19.7,0.237,21,8,1,55.3,348,0.61,7.4,5.8
Oak,6,65,370,21.1,27.9,22.6,208,166,90,66,21.8,0.319,21,11,3,58.2,384,0.56,7,5.9
Oak,6,70,319,21.9,30.3,23,221,188,123,51,24,0.413,21,14,5,60.9,418,0.52,6.6,6
Oak,6,75,279,22.7,32.6,23.3,231,206,152,40,26,0.526,21,16,7,63.4,450,0.47,6.2,6
Oak,6,80,246,23.3,34.9,23.5,240,220,175,33,28.1,0.634,21,17,9,65.6,480,0.43,5.9,6
Oak,6,85,218,23.9,37.2,23.6,248,231,194,28,30.2,0.747,21,18,12,67.7,508,0.41,5.6,6
Oak,6,90,194,24.4,39.4,23.6,254,240,210,24,32.4,0.886,21,19,14,69.7,535,0.38,5.3,5.9
Oak,6,95,173,24.8,41.6,23.5,258,246,221,21,34.6,1.029,21,19,15,71.5,560,0.35,4.9,5.9
Oak,6,100,156,25.2,43.6,23.4,261,251,230,17,36.7,1.206,21,19,16,73.2,584,0.31,4.6,5.8
Oak,6,105,142,25.6,45.5,23.2,264,255,237,14,38.8,1.371,20,18,16,74.6,606,0.29,4.3,5.8
Oak,6,110,130,25.9,47.4,23,266,258,242,12,40.8,1.533,19,18,16,76.1,627,0.27,4,5.7
Oak,6,115,120,26.2,49.2,22.9,267,260,245,10,42.8,1.762,18,17,16,77.4,646,0.25,3.7,5.6
Oak,6,120,112,26.4,50.8,22.6,268,262,248,8,44.7,1.943,17,16,15,78.5,664,0.23,3.5,5.5
Oak,6,125,105,26.6,52.2,22.4,268,262,249,7,46.4,2.025,16,16,14,79.6,680,0.22,3.2,5.4
Oak,6,130,98,26.8,53.8,22.2,269,263,251,7,48.3,2.221,15,15,14,80.7,696,0.21,3,5.4
Oak,6,135,92,27,55.2,22.1,269,264,252,6,50,2.407,14,14,13,81.7,710,0.19,2.8,5.3
Oak,6,140,87,27.2,56.7,21.9,269,264,253,5,51.8,2.577,13,13,12,82.6,724,0.18,2.6,5.2
Oak,6,145,82,27.3,58,21.8,269,265,254,5,53.5,2.778,13,12,12,83.5,736,0.16,2.4,5.1
Oak,6,150,78,27.4,59.3,21.6,268,264,254,4,55.2,2.974,12,11,11,84.3,747,0.15,2.2,5
Oak,4,25,4200,8,7,16.6,30,0,0,0,0,0,0,0,0,16.6,30,0.97,4.4,1.2
Oak,4,30,3750,9.6,8.5,21.2,54,0,0,450,0,0,0,0,0,21.2,54,0.93,4.9,1.8
Oak,4,35,2363,11,10.3,19.5,66,0,0,1387,7.6,0.01,13,0,0,25.8,79,0.88,5.3,2.3
Oak,4,40,1702,12.3,12.1,19.5,79,1,0,661,9,0.021,14,0,0,30,106,0.81,5.5,2.7
Oak,4,45,1283,13.5,14,19.8,93,5,0,419,10.4,0.034,14,0,0,33.9,134,0.74,5.6,3
Oak,4,50,1006,14.5,16,20.3,107,14,0,277,12,0.051,14,0,0,37.4,162,0.68,5.6,3.2
Oak,4,55,822,15.4,18,20.9,121,31,2,184,13.5,0.076,14,1,0,40.7,190,0.62,5.6,3.5
Oak,4,60,681,16.3,20,21.3,134,55,8,141,15.1,0.1,14,1,0,43.6,218,0.57,5.4,3.6
Oak,4,65,573,17,22,21.7,147,80,19,108,16.7,0.13,14,2,0,46.4,244,0.53,5.2,3.8
Oak,4,70,492,17.7,23.9,22.1,158,103,34,81,18.4,0.173,14,4,0,48.9,270,0.48,5,3.9
Oak,4,75,428,18.2,25.8,22.3,169,123,54,64,20,0.216,14,6,1,51.2,294,0.44,4.8,3.9
Oak,4,80,376,18.7,27.7,22.6,178,141,75,52,21.6,0.272,14,7,2,53.3,317,0.41,4.5,4
Oak,4,85,335,19.2,29.4,22.8,186,155,96,41,23.2,0.337,14,9,3,55.3,339,0.37,4.3,4
Oak,4,90,300,19.6,31.4,22.9,193,167,115,35,24.8,0.406,14,10,4,57.1,360,0.34,4,4
Oak,4,95,270,19.9,32.9,22.9,198,177,131,30,26.3,0.471,14,10,5,58.7,379,0.31,3.8,4
Oak,4,100,244,20.2,34.5,22.8,202,184,144,26,27.8,0.536,14,11,6,60.2,397,0.29,3.5,4
Oak,4,105,221,20.4,36.2,22.7,204,189,155,23,29.2,0.603,14,12,7,61.6,414,0.27,3.2,3.9
Oak,4,110,201,20.5,37.8,22.5,206,193,164,20,30.7,0.677,13,12,8,62.9,429,0.25,2.9,3.9
Oak,4,115,185,20.7,39.3,22.4,208,196,171,16,32.2,0.758,13,11,8,64.1,443,0.23,2.7,3.9
Oak,4,120,171,20.8,40.7,22.2,209,198,176,14,33.7,0.841,12,10,8,65.2,455,0.2,2.4,3.8
Oak,4,125,159,20.9,42,22,209,200,181,12,35,0.915,11,10,8,66.2,467,0.19,2.2,3.7
Oak,4,130,149,21,43.3,21.9,210,201,184,10,36.4,1,10,9,8,67.1,477,0.18,2,3.7
Oak,4,135,141,21.1,44.4,21.8,210,202,187,8,37.6,1.072,9,8,7,67.9,486,0.16,1.8,3.6
Oak,4,140,134,21.2,45.5,21.8,210,203,189,7,38.8,1.143,8,8,7,58.7,495,0.15,1.6,3.5
Oak,4,145,128,21.2,46.5,21.8,211,204,191,6,39.9,1.224,7,7,6,69.4,502,0.13,1.4,3.5
Oak,4,150,123,31.3,47.4,21.7,211,205,192,5,40.9,1.265,6,6,5,70,508,0.12,1.2,3.4
Beech,10,20,4600,11.5,7.8,21.9,56,0,0,0,0,0,0,0,0,21.9,56,1.36,10.3,2.8
Beech,10,25,2902,14.3,9.7,21.3,85,0,0,1698,7.6,0.015,26,0,0,28.9,111,1.32,11.7,4.4
Beech,10,30,1840,17,12,20.8,111,1,0,1062,8.9,0.033,35,0,0,35.1,172,1.26,12.6,5.7
Beech,10,35,1236,19.3,14.9,21.5,140,12,0,604,10.7,0.058,35,0,0,41.3,237,1.21,13.2,6.8
Beech,10,40,886,21.3,18.1,22.9,172,46,4,350,12.8,0.1,35,1,0,47.1,304,1.14,13.5,7.6
Beech,10,45,667,23,21.5,24.3,206,107,23,219,15.4,0.16,35,4,0,52.7,372,1.08,13.6,8.3
Beech,10,50,526,24.4,25,25.8,239,168,65,141,18.3,0.247,35,10,1,57.9,440,1.02,13.5,8.8
Beech,10,55,428,25.7,28.5,27.3,271,220,126,98,21.4,0.356,35,18,4,62.9,507,0.97,13.2,9.2
Beech,10,60,358,26.9,32,28.7,301,264,189,70,24.6,0.497,35,24,9,67.6,572,0.92,12.7,9.5
Beech,10,65,305,28,35.4,29.9,328,301,243,53,27.7,0.663,35,28,15,72.1,634,0.87,12.1,9.8
Beech,10,70,265,29,38.6,31.1,352,331,286,40,30.9,0.873,35,30,20,76.3,693,0.81,11.5,9.9
Beech,10,75,232,29.9,41.9,32,372,356,321,33,34.1,1.061,35,32,25,80.2,748,0.76,10.8,10
Beech,10,80,205,30.6,45.2,32.8,390,376,349,27,37.3,1.28,34,32,27,83.9,800,0.73,10.1,10
Beech,10,85,183,31.4,48.3,33.6,405,394,371,22,40.3,1.54,33,31,28,87.4,849,0.68,9.4,10
Beech,10,90,166,32,51.4,34.4,420,410,389,17,43.4,1.809,31,30,28,90.7,894,0.64,8.9,9.9
Beech,10,95,152,32.5,54.3,35,433,424,405,14,46.3,2.076,30,29,27,93.9,937,0.61,8.4,9.9
Beech,10,100,139,33,57.1,35.7,445,437,419,13,49,2.35,29,28,27,96.8,979,0.57,8,9.8
Beech,10,105,129,33.5,59.9,36.2,456,449,432,10,51.7,2.642,28,27,26,99.6,1018,0.54,7.6,9.7
Beech,10,110,119,33.9,62.6,36.7,466,458,443,10,54.2,2.925,27,27,25,102.3,1055,0.52,7.2,9.6
Beech,10,115,111,34.3,65.3,37.2,475,468,452,8,56.8,3.22,26,26,25,104.6,1090,0.49,6.8,9.5
Beech,10,120,104,34.7,67.9,37.6,482,475,461,7,59.3,3.556,26,25,24,107.2,1123,0.47,6.4,9.4
Beech,10,125,97,35,70.4,37.9,488,481,468,7,61.6,3.846,25,25,24,109.5,1154,0.45,6.1,9.2
Beech,10,130,92,35.3,72.9,38.3,493,487,473,5,64,4.224,25,24,23,111.7,1183,0.43,5.7,9.1
Beech,10,135,86,35.5,75.3,38.5,497,490,477,6,66.3,4.463,24,24,23,113.7,1211,0.41,5.4,9
Beech,10,140,81,35.7,77.8,38.7,500,494,481,5,68.6,4.74,24,23,23,115.8,1238,0.4,5.2,8.8
Beech,10,145,77,36,80.2,38.8,502,494,481,4,71.1,5.087,23,23,22,117.7,1263,0.39,4.9,8.7
Beech,10,150,73,36.2,82.7,38.9,501,494,481,4,73.3,5.372,23,23,22,119.7,1286,0.38,4.7,8.6
Beech,8,20,4990,9.8,6.9,18.1,32,0,0,0,0,0,0,0,0,18.1,32,1.25,8.3,1.6
Beech,8,25,4108,12.2,8.2,21.7,69,0,0,882,6.9,0.012,7,0,0,23.9,76,1.21,9.2,3
Beech,8,30,2724,14.4,9.9,21.7,88,0,0,1384,7.8,0.02,28,0,0,29.9,123,1.17,9.8,4.1
Beech,8,35,1872,16.4,12.1,21.4,111,1,0,852,9,0.033,28,0,0,35.6,174,1.12,10.3,5
Beech,8,40,1329,18.2,14.6,22.2,135,11,0,543,10.4,0.052,28,0,0,41.1,226,1.08,10.7,5.7
Beech,8,45,989,19.7,17.4,23.5,162,34,1,340,12.3,0.082,28,0,0,46.4,281,1.02,11,6.2
Beech,8,50,766,21,20.3,24.7,189,82,13,223,14.5,0.125,28,2,0,51.3,336,0.96,11,6.7
Beech,8,55,613,22.2,23.2,26,216,133,39,153,16.8,0.184,28,5,0,56,391,0.91,10.9,7.1
Beech,8,60,505,23.3,26.2,27.3,242,181,83,108,19.3,0.259,28,10,1,60.4,445,0.86,10.6,7.4
Beech,8,65,426,24.3,29.2,28.4,266,220,133,79,22,0.354,28,15,4,64.5,497,0.81,10.2,7.6
Beech,8,70,365,25.2,32.1,29.5,288,253,182,61,24.6,0.463,28,19,7,68.5,547,0.76,9.7,7.8
Beech,8,75,318,26,34.9,30.4,307,281,223,47,27.3,0.592,28,22,11,72.2,594,0.72,9.2,7.9
Beech,8,80,280,26.8,37.7,31.2,323,302,257,38,30,0.731,28,24,15,75.7,638,0.68,8.7,8
Beech,8,85,249,27.4,40.4,32,338,321,285,31,32.6,0.881,27,24,18,79,680,0.64,8.2,8
Beech,8,90,224,28.1,43.1,32.6,351,337,308,25,35.3,1.048,26,24,19,82.1,720,0.61,7.7,8
Beech,8,95,204,28.6,45.6,33.3,364,352,327,20,37.8,1.227,25,23,20,85,757,0.57,7.4,8
Beech,8,100,187,29.1,48.1,33.9,376,365,343,17,40.2,1.404,24,23,20,87.8,793,0.54,7,7.9
Beech,8,105,172,29.5,50.6,34.5,386,377,357,15,42.5,1.589,23,22,20,90.5,827,0.52,6.6,7.9
Beech,8,110,159,29.9,52.9,35,396,388,369,13,44.8,1.778,22,22,20,93,859,0.49,6.2,7.8
Beech,8,115,148,30.3,55.2,35.5,404,397,379,11,47.1,1.991,22,21,20,95.4,889,0.47,5.8,7.7
Beech,8,120,139,30.6,57.5,36,411,404,387,9,49.2,2.163,21,21,19,97.7,917,0.45,5.4,7.6
Beech,8,125,130,30.9,59.7,36.3,416,409,394,9,51.4,2.379,21,20,19,99.9,942,0.43,5.1,7.5
Beech,8,130,122,31,61.8,36.7,420,413,399,8,53.5,2.59,20,20,19,102,967,0.41,4.8,7.4
Beech,8,135,115,31.2,64,37,424,417,403,7,55.6,2.789,20,19,19,104,990,0.4,4.6,7.3
Beech,8,140,109,31.4,66.1,37.2,427,421,407,6,57.6,2.985,19,19,18,105.9,1013,0.38,4.4,7.2
Beech,8,145,103,31.6,68.2,37.4,430,424,411,6,59.5,3.183,19,19,18,107.8,1035,0.37,4.1,7.1
Beech,8,150,97,31.7,70.3,37.6,429,423,411,6,61.5,3.357,19,18,18,109.6,1052,0.36,3.9,7
Beech,6,25,4700,9.6,6.7,16.6,40,0,0,0,0,0,0,0,0,16.6,40,1.11,6.4,1.6
Beech,6,30,3946,11.4,8,19.8,61,0,0,754,6.9,0.011,12,0,0,23.7,73,1.09,7,2.4
Beech,6,35,2684,13.1,9.7,19.7,76,0,0,1262,7.5,0.017,21,0,0,29.1,109,1.06,7.5,3.1
Beech,6,40,1928,14.6,11.6,20.4,94,0,0,756,8.6,0.028,21,0,0,34.3,147,0.99,7.9,3.7
Beech,6,45,1423,15.9,13.8,21.2,113,6,0,505,9.9,0.042,21,0,0,39,188,0.93,8.2,4.2
Beech,6,50,1087,17.1,16.2,22.3,133,19,0,336,11.5,0.062,21,0,0,43.5,229,0.89,8.4,4.6
Beech,6,55,855,18.2,18.7,23.4,155,48,5,232,13.2,0.091,21,1,0,47.8,271,0.84,8.4,4.9
Beech,6,60,691,19.2,21.3,24.6,176,88,18,164,15.1,0.129,21,2,0,51.9,314,0.8,8.4,5.2
Beech,6,65,574,20.1,23.9,25.7,196,128,42,117,17.3,0.18,21,4,0,55.8,355,0.75,8.2,5.5
Beech,6,70,487,20.9,26.4,26.7,216,162,76,87,19.5,0.241,21,8,1,59.5,395,0.71,7.9,5.6
Beech,6,75,420,21.6,29,27.7,233,192,115,67,21.8,0.314,21,11,3,62.9,434,0.67,7.6,5.8
Beech,6,80,367,22.3,31.5,28.5,249,217,151,53,24,0.395,21,14,5,66.2,471,0.63,7.2,5.9
Beech,6,85,324,22.9,33.9,29.3,263,238,183,43,26.3,0.487,21,16,7,69.2,506,0.6,6.8,5.9
Beech,6,90,289,23.5,36.3,29.9,275,255,210,35,28.6,0.592,21,17,10,72.2,539,0.57,6.5,6
